EncounterCode,RecoverDate,RecoverYear,RecoverMonth,RecoverSeason,RecoverVessel,RecoverProjectName,RecoverMethod,SpeciesCode,CommonName,TagCode,RecoverLength,SexDescription,RecoverTagTypeCode,RecoverMortality,RecoverLatitude,RecoverLongitude,RecoverPunchCardArea,ReleaseDate,ReleaseYear,ReleaseMonth,ReleaseSeason,ReleaseVessel,ReleaseProjectName,ReleaseMethod,ReleaseLengthCM,ReleaseTagTypeCode,ReleaseLatitude,ReleaseLongitude,ReleasePunchCardArea,DaysAtLiberty,GrowthCM,MovementMiles
DOCK1873,4/21/2003,2003,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010608,40,Unable to determine,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,41,2CWT,47.13233,-124.2823333,PCA 2,304,-1,
DOCK1874,7/17/2010,2010,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010611,41,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,32,2CWT,47.13233,-124.2823333,PCA 2,2948,9,
DOCK1875,6/4/2005,2005,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010612,44,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,45,2CWT,47.13233,-124.2823333,PCA 2,1079,-1,
DOCK1876,6/23/2002,2002,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010625,47,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,48,2CWT,47.13233,-124.2823333,PCA 2,2,-1,
DOCK1877,6/2/2005,2005,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010633,44,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.13233,-124.2823333,PCA 2,1077,4,
DOCK1878,4/26/2003,2003,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010634,45,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,46,2CWT,47.13233,-124.2823333,PCA 2,309,-1,
DOCK1879,6/16/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010635,44,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.13233,-124.2823333,PCA 2,1821,6,
DOCK1880,7/22/2006,2006,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010638,44,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.13233,-124.2823333,PCA 2,1492,5,
DOCK1881,7/16/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010642,44,Male,1CWTR,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,44,2CWT,47.13233,-124.2823333,PCA 2,390,0,
DOCK1882,6/27/2002,2002,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010645,40,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,41,2CWT,47.13233,-124.2823333,PCA 2,6,-1,
DOCK1883,5/13/2007,2007,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010646,42,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.13233,-124.2823333,PCA 2,1787,4,
DOCK1884,8/22/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010651,50,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,48,2CWT,47.13233,-124.2823333,PCA 2,427,2,
DOCK1885,8/17/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010653,39,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.13233,-124.2823333,PCA 2,422,-1,
DOCK1886,8/2/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010656,48,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,47,2CWT,47.13233,-124.2823333,PCA 2,407,1,
DOCK1887,6/12/2005,2005,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010663,44,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,44,2CWT,47.13233,-124.2823333,PCA 2,1087,0,
DOCK1888,7/30/2005,2005,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010665,43,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.13233,-124.2823333,PCA 2,1135,1,
DOCK1889,7/30/2005,2005,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010666,37,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,36,2CWT,47.13233,-124.2823333,PCA 2,1135,1,
DOCK1890,6/22/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010668,46,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.13233,-124.2823333,PCA 2,2193,4,
DOCK1891,7/12/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010675,34,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,34,2CWT,47.13233,-124.2823333,PCA 2,386,0,
DOCK1892,7/5/2002,2002,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010676,45,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,45,2CWT,47.13233,-124.2823333,PCA 2,14,0,
DOCK1893,8/22/2002,2002,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010685,44,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,44,2CWT,47.13233,-124.2823333,PCA 2,62,0,
DOCK1894,8/16/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010687,40,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.13233,-124.2823333,PCA 2,421,0,
DOCK1895,6/27/2002,2002,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010688,38,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.13233,-124.2823333,PCA 2,6,-1,
DOCK1896,8/13/2005,2005,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010690,46,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.13233,-124.2823333,PCA 2,1149,4,
DOCK1897,7/12/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010696,39,Male,1CWTR,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.13233,-124.2823333,PCA 2,386,1,
DOCK1898,6/21/2003,2003,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010697,40,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.13233,-124.2823333,PCA 2,365,1,
DOCK1899,7/28/2004,2004,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010709,40,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.13233,-124.2823333,PCA 2,768,1,
DOCK1900,7/28/2007,2007,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010712,43,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.13233,-124.2823333,PCA 2,1863,4,
DOCK1901,8/4/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010715,42,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.13233,-124.2823333,PCA 2,409,0,
DOCK1902,6/5/2003,2003,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010718,39,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.13233,-124.2823333,PCA 2,349,0,
DOCK1903,9/13/2002,2002,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010722,39,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.13233,-124.2823333,PCA 2,84,0,
DOCK1904,4/10/2004,2004,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010730,44,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,43,2CWT,47.13233,-124.2823333,PCA 2,659,1,
DOCK1905,9/7/2008,2008,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010735,46,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,43,2CWT,47.13233,-124.2823333,PCA 2,2270,3,
DOCK1906,8/9/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010738,37,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,36,2CWT,47.13233,-124.2823333,PCA 2,414,1,
DOCK1907,6/23/2002,2002,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010741,44,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,44,2CWT,47.13233,-124.2823333,PCA 2,2,0,
DOCK1908,7/25/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010745,35,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,32,2CWT,47.13233,-124.2823333,PCA 2,399,3,
DOCK1909,9/1/2007,2007,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010746,46,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,44,2CWT,47.13233,-124.2823333,PCA 2,1898,2,
DOCK1910,4/13/2003,2003,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010763,45,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,43,2CWT,47.13233,-124.2823333,PCA 2,296,2,
DOCK1911,4/19/2003,2003,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010766,39,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.13233,-124.2823333,PCA 2,302,0,
DOCK1912,5/2/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010769,50,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,45,2CWT,47.13233,-124.2823333,PCA 2,2142,5,
DOCK1913,4/22/2006,2006,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010777,43,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.13233,-124.2823333,PCA 2,1401,5,
DOCK1914,9/7/2008,2008,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010782,44,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.13233,-124.2823333,PCA 2,2270,4,
DOCK1915,7/30/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010786,39,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.13233,-124.2823333,PCA 2,404,-1,
DOCK1916,5/5/2003,2003,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010788,42,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.13233,-124.2823333,PCA 2,318,0,
DOCK1917,7/22/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010789,43,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,44,2CWT,47.13233,-124.2823333,PCA 2,396,-1,
DOCK1918,8/30/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010792,41,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.13233,-124.2823333,PCA 2,435,1,
DOCK1919,7/15/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010799,48,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,46,2CWT,47.13233,-124.2823333,PCA 2,389,2,
DOCK1920,9/7/2008,2008,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010809,49,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.13233,-124.2823333,PCA 2,2270,7,
DOCK1921,5/23/2003,2003,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010816,36,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,36,2CWT,47.13233,-124.2823333,PCA 2,336,0,
DOCK1922,5/30/2003,2003,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010819,40,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.13233,-124.2823333,PCA 2,343,0,
DOCK1923,6/24/2006,2006,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010820,43,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.13233,-124.2823333,PCA 2,1464,5,
DOCK1924,7/11/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010821,38,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.13233,-124.2823333,PCA 2,385,0,
DOCK1925,7/2/2004,2004,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010829,37,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,35,2CWT,47.13233,-124.2823333,PCA 2,742,2,
DOCK1926,8/17/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010832,40,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.13233,-124.2823333,PCA 2,422,2,
DOCK1927,5/5/2003,2003,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010834,38,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.13233,-124.2823333,PCA 2,318,-1,
DOCK1928,7/12/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010841,43,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.13233,-124.2823333,PCA 2,386,4,
DOCK1929,7/13/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010852,37,Female,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,37,2CWT,47.13233,-124.2823333,PCA 2,387,0,
DOCK1930,7/12/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020070010857,40,Male,2CWT,Y,,,,6/21/2002,2002,6,Spring,Hula Girl,,At Sea,37,2CWT,47.13233,-124.2823333,PCA 2,386,3,
DOCK1931,7/6/2002,2002,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010003,40,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.15133,-124.2731704,PCA 2,11,-2,
DOCK1932,8/17/2002,2002,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010004,40,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,41,2CWT,47.15133,-124.2731704,PCA 2,53,-1,
DOCK1933,5/8/2003,2003,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010009,45,Female,1CWTL,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,45,2CWT,47.15133,-124.2731704,PCA 2,317,0,
DOCK1934,6/29/2002,2002,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010012,42,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,43,2CWT,47.15133,-124.2731704,PCA 2,4,-1,
DOCK1935,6/29/2002,2002,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010016,40,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.15133,-124.2731704,PCA 2,4,-2,
DOCK1936,7/14/2012,2012,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010018,43,Female,,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,36,2CWT,47.15133,-124.2731704,PCA 2,3672,7,
DOCK1937,5/1/2009,2009,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010022,50,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,41,2CWT,47.15133,-124.2731704,PCA 2,2502,9,
DOCK1938,7/20/2002,2002,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010036,41,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,41,2CWT,47.15133,-124.2731704,PCA 2,25,0,
DOCK1939,6/29/2002,2002,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010046,40,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.15133,-124.2731704,PCA 2,4,0,
DOCK1940,6/29/2002,2002,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010047,46,Female,1CWTR,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,46,2CWT,47.15133,-124.2731704,PCA 2,4,0,
DOCK1941,5/17/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010051,42,Male,1CWTL,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,35,2CWT,47.15133,-124.2731704,PCA 2,2153,7,
DOCK1942,5/26/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010057,46,Female,,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.15133,-124.2731704,PCA 2,3623,7,
DOCK1943,9/13/2003,2003,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010075,43,Female,1CWTR,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,43,2CWT,47.15133,-124.2731704,PCA 2,445,0,
DOCK1944,7/20/2002,2002,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010096,37,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.15133,-124.2731704,PCA 2,25,-1,
DOCK1945,7/2/2005,2005,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010116,48,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,46,2CWT,47.15133,-124.2731704,PCA 2,1103,2,
DOCK1946,7/6/2002,2002,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010118,41,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,41,2CWT,47.15133,-124.2731704,PCA 2,11,0,
DOCK1947,8/30/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010140,37,Male,1CWTL,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,37,2CWT,47.15133,-124.2731704,PCA 2,431,0,
DOCK1948,4/9/2006,2006,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010145,50,Female,1CWTR,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,48,2CWT,47.15133,-124.2731704,PCA 2,1384,2,
DOCK1949,5/29/2004,2004,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010149,47,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,46,2CWT,47.15133,-124.2731704,PCA 2,704,1,
DOCK1950,8/15/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010167,42,Male,1CWTR,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.15133,-124.2731704,PCA 2,416,0,
DOCK1951,8/9/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080010244,46,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,46,2CWT,47.15133,-124.2731704,PCA 2,410,0,
DOCK1952,4/19/2003,2003,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020255,43,Female,1CWTL,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,43,2CWT,47.17383,-124.3053359,PCA 2,298,0,
DOCK1953,7/5/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020266,41,Unable to determine,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,41,2CWT,47.17383,-124.3053359,PCA 2,375,0,
DOCK1954,7/11/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020328,39,Female,1CWTL,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.17383,-124.3053359,PCA 2,381,1,
DOCK1955,8/25/2007,2007,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020362,41,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.17383,-124.3053359,PCA 2,1887,1,
DOCK1956,8/9/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020364,41,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,41,2CWT,47.17383,-124.3053359,PCA 2,410,0,
DOCK1957,6/10/2006,2006,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020377,42,Male,1CWTL,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.17383,-124.3053359,PCA 2,1446,3,
DOCK1958,5/29/2004,2004,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020389,40,Female,1CWTR,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.17383,-124.3053359,PCA 2,704,2,
DOCK1959,7/22/2006,2006,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020397,43,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.17383,-124.3053359,PCA 2,1488,3,
DOCK1960,9/1/2002,2002,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020427,39,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.17383,-124.3053359,PCA 2,68,0,
DOCK1961,7/2/2005,2005,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020463,41,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,36,2CWT,47.17383,-124.3053359,PCA 2,1103,5,
DOCK1962,6/18/2006,2006,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020498,46,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.17383,-124.3053359,PCA 2,1454,4,
DOCK1963,7/18/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020517,44,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,43,2CWT,47.17383,-124.3053359,PCA 2,388,1,
DOCK1964,4/22/2006,2006,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020522,41,Male,1CWTL,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,35,2CWT,47.17383,-124.3053359,PCA 2,1397,6,
DOCK1965,5/11/2003,2003,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020524,41,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,40,2CWT,47.17383,-124.3053359,PCA 2,320,1,
DOCK1966,5/27/2006,2006,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020530,43,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,34,2CWT,47.17383,-124.3053359,PCA 2,1432,9,
DOCK1967,8/20/2005,2005,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020531,42,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.17383,-124.3053359,PCA 2,1152,3,
ATSEA92376,3/20/2014,2014,3,Spring,Hula Girl,,At Sea,BLCK,BLACK ROCKFISH,20020080020568,43,,2CWT,Y,47.26688,-124.3999176,PCA 2,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,36,2CWT,47.17383,-124.3053359,PCA 2,4286,7,7.778022529
DOCK1968,7/9/2005,2005,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020571,44,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,42,2CWT,47.17383,-124.3053359,PCA 2,1110,2,
DOCK1969,7/5/2003,2003,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020643,43,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,43,2CWT,47.17383,-124.3053359,PCA 2,375,0,
DOCK1970,7/22/2006,2006,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020653,38,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,35,2CWT,47.17383,-124.3053359,PCA 2,1488,3,
DOCK1971,5/24/2007,2007,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020654,42,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,39,2CWT,47.17383,-124.3053359,PCA 2,1794,3,
DOCK1972,8/15/2003,2003,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020658,45,Female,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,44,2CWT,47.17383,-124.3053359,PCA 2,416,1,
DOCK1973,8/22/2002,2002,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020665,38,Male,2CWT,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,38,2CWT,47.17383,-124.3053359,PCA 2,58,0,
DOCK1974,6/10/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,20020080020675,41,Male,1CWTL,Y,,,,6/25/2002,2002,6,Spring,Hula Girl,,At Sea,35,2CWT,47.17383,-124.3053359,PCA 2,1811,6,
